PuzzleId,GameId,FEN,Moves,Rating
dSVxJ,,5r1k/1b5p/4q1p1/np2P3/2prQ3/P2pR1NP/1P4P1/4RB1K w - - 2 38,e4d4 e6h3 h1g1 f8f1 g1f1 h3g2,1601
dSUhw,,r5k1/R4Rpr/n2Bp3/3n3p/3P3q/8/P5P1/3Q2K1 b - - 0 27,a8a7 f7f8,877
dSUmB,,r7/1pp3R1/4P3/p4k2/PnN5/8/1P2RbPr/7K w - - 0 31,h1h2 a8h8 g7h7 h8h7,1052
dSUge,,r2q1rk1/1p2bp2/p1n1b1P1/4p2Q/6nP/2Np1N2/PPP2P2/R3K2R b KQ - 0 17,d3c2 h5h7,833
dSUTJ,,5r1k/6p1/6Pp/1q6/2P5/p1Q5/P7/K7 w - - 0 38,c4b5 f8f1 c3c1 f1c1,482
dSUcv,,r3kb1r/ppp2pp1/2n1b2p/3Q2B1/4N3/2p2N2/PP3PPP/R3R1K1 b kq - 0 13,e6d5 e4f6 e8d8 e1e8,1776
dSVST,,rn2r3/ppN2kpp/2pb1nb1/7q/8/1PB5/P1PPQPPP/RN2R1K1 w - - 7 15,c7e8 h5h2 g1f1 h2h1,1622
dSVTR,,6k1/5ppp/1pr5/P2p4/1BpP4/4PbPr/1R3P1K/2R5 w - - 0 32,h2h3 c6h6,723
dSVJl,,6r1/2b3r1/Rp1n1p1k/1Pp1pP1p/4P1P1/2BP1P2/4K3/R7 b - - 0 36,h5g4 a1h1 h6g5 c3d2,1523
dSUvS,,8/8/1p6/p7/4NQp1/1P1KPb2/P4k2/2q4q b - - 9 46,f2g2 f4g3 g2f1 g3f2,1135
dSVDR,,6k1/5p2/4b1pK/4P2p/1R6/7P/1P4r1/8 b - - 1 37,e6h3 b4b8 h3c8 b8c8,601
dSEIz,,7r/pp2Q1k1/8/2p2Pp1/5p1r/3P1N2/Pq1p1KP1/8 b - - 0 33,g7h6 e7g5 h6h7 g5g6,1903
dSEBs,,4r3/p4qkp/1p4p1/n7/P1P1R2Q/1P2p1P1/2P3BP/6K1 w - - 0 33,e4e8 f7f2 g1h1 f2e1 g2f1 e1f1,1553
dSEQK,,4Q3/5pk1/p3p1p1/8/1p2q3/1B4Pp/2P4P/5R1K w - - 9 41,h1g1 e4g2,1323
dSEd0,,4rr1k/1pb3pp/3q1n2/P1N3B1/3p4/1P1P3P/2PQ1PP1/4RRK1 w - - 1 24,b3b4 d6h2,703
dSEak,,r4rk1/pb3pp1/1p2pn1p/3q4/3P4/2PB2B1/P4PPP/R2QR1K1 w - - 0 18,g3e5 d5g2,1164
dSDir,,r1b2b1r/1P2kppp/p4n2/1B2p1B1/8/8/PPP1NqPP/RN1Q3K b - - 0 14,c8b7 d1d7,1524
dSCz2,,5r1k/p1p3pp/2n5/8/6b1/2NP1p2/PPP2RPq/4K3 b - - 1 26,f3g2 f2f8,487
dSDld,,2kr3r/ppp1n1pp/1b6/1P1p4/P3n3/3BPN1q/1BPN1P2/R2QRK2 w - - 0 18,f1e2 e4g3 f2g3 h3g2,1814
dSE7X,,1r3rk1/5ppp/q1p5/1p1p1N2/pRn5/P2QP2P/1R3PP1/6K1 b - - 3 27,c4b2 f5e7 g8h8 d3h7 h8h7 b4h4,1682
dSDvt,,4r1k1/1R5p/p2p1qp1/2pP4/2P5/5QP1/P5KP/8 b - - 0 29,f6e5 f3f7 g8h8 f7h7,1153
dSEjf,,r3kb1r/1bqp1pp1/ppn1p3/2p4p/2P1P1n1/P1NPBN1P/1P2BPP1/R2Q1RK1 w kq - 1 11,f3d2 c7h2,416
dSFRG,,3r2k1/p4ppp/1n2p3/B1b5/3r4/6P1/P4qBP/R1Q1R1K1 w - - 0 25,g1f2 d4f4 f2e2 f4f2,2085
dSFPo,,1r6/1r1n1pkQ/q1p1p3/2PpPnN1/p2P4/P1B3p1/1P3PK1/1R6 b - - 3 33,g7f8 h7f7,912
dSFWm,,r3k2r/p4p1p/2R2p2/3p4/Q5b1/3qPN2/P2b1PPP/4K2R w Kkq - 0 17,f3d2 d3e2,912
dSFh0,,7k/3q3p/pp1n2nN/2pB2P1/P6P/3P4/1PP5/5RK1 b - - 0 30,g6h4 f1f8 h8g7 f8g8,1573
dSFeu,,r7/p6p/1pR3k1/5p2/1P4P1/P3PpKP/3r1P2/8 b - - 0 27,g6g5 h3h4,886
dSEtm,,rn1q3r/pp2b1p1/1kp2R1p/5Q2/1PbP1B2/6N1/P1P2PPP/R5K1 b - - 0 17,e7f6 f5a5,1161
dSEsE,,3r1rk1/ppp1nppp/2b1p1q1/8/P2P4/1Q3N2/1PPN1PPP/R4RK1 w - - 1 16,f3e5 g6g2,538
dSEz4,,8/1p3Qpk/1Pp5/2Pp4/3P1n2/5pPq/1B3P2/6K1 w - - 1 34,f7f4 h3g2,817
dSF7B,,r1R2k1r/4qpp1/8/1B1bpQP1/Pb5p/4B1nP/1P6/5RK1 b - - 4 26,a8c8 f5c8 e7d8 c8d8,991
dSF60,,4q3/8/kp2R3/p1p1P2r/P3Q3/1P5P/6PK/8 b - - 0 42,e8e6 e4a8,966
dSCvF,,5r1k/pp3p1p/4p2Q/2p3R1/8/2P5/P1q3PP/R2r3K w - - 2 23,a1d1 c2d1,1308
dSBeN,,r7/2q4k/2p4p/ppP2pr1/1PbPpP1Q/4P2P/2B2K2/R7 w - - 0 38,f4g5 c7h2 f2e1 h2e2,1313
dSAsR,,r5k1/1p3ppp/p1p5/3n4/5qP1/1P2Bb1P/P2R1P2/3R2K1 b - - 8 27,d5e3 d2d8 a8d8 d1d8,563
dSBeT,,2r1k1r1/pp2n2p/3bQ3/1q6/3P4/7P/PPPB1PP1/4R1K1 b - - 2 17,b5d7 e6g8,1147
dSBoy,,r1bq2k1/pp4pp/2p5/3pb2r/3Pp3/P1N3nP/1PQ1B1PN/R1B1R1K1 w - - 0 19,d4e5 d8b6 c1e3 b6e3,1781
dSBoM,,2k3rr/pp1b4/2n1p3/3pPp2/1P1Q1P2/1N3R2/P3B1K1/1RB1b3 w - - 1 27,g2f1 h8h1 d4g1 h1g1,962
dSA2I,,k3r3/P2r4/1R5p/1p6/1n1p4/6BP/1PP1p1P1/R5K1 b - - 1 32,b4c2 b6b8 e8b8 a7b8q,990
dS9kL,,r4r2/2R5/1p3p2/7R/p4k2/8/5K1P/8 b - - 1 36,a4a3 c7c4,1068
dSAVQ,,3r2k1/pp3pp1/7p/4q3/2R5/1P3Q1P/P2r1PP1/2R3K1 w - - 6 29,f3b7 d2d1 c1d1 d8d1,950
dSAib,,3r3k/1p3Qpp/p7/5N2/4p3/1Bqr3P/P3nPP1/R4RK1 w - - 3 26,g1h1 d3h3 g2h3 c3h3,1276
dSAez,,r4rk1/ppp1qppp/2nb1n2/4p1N1/4N1P1/2P1P1BP/PPQ2P2/R3K2R b KQ - 7 15,a8d8 e4f6 g7f6 c2h7,983
dSBuk,,r5k1/ppq2p1p/3pQ1pB/2p1n2n/2P1PR2/3B3P/PP4P1/5RK1 b - - 0 20,f7e6 f4f8 a8f8 f1f8,691
dSCml,,2k5/ppp4R/3pK3/4p3/1P2Pb2/2PP4/1P5p/7r b - - 1 33,h1g1 h7h8 g1g8 h8g8,400
dSCmF,,r1bq4/pppp1p2/3krQ2/8/8/3B4/P1P3PP/4R2K w - - 1 26,f6d8 e6e1 d3f1 e1f1,458
dSCni,,2b2r1k/5q1p/p4p2/8/2B1p2Q/6R1/PP1N1bPP/7K b - - 0 27,f7d7 h4f6 f8f6 g3g8,1919
dSCvB,,4r1rk/pp1n1p2/6p1/2p3P1/2P5/2Q5/PP3PP1/2K5 b - - 2 26,h8h7 c3h3 h7g7 h3h6,995
dSCqK,,6k1/1p3pp1/p1p4p/4PR1P/2N1n1P1/8/PPP3r1/2K5 w - - 5 38,c4d6 g2g1 f5f1 g1f1,996
dSByS,,r5k1/ppqbn1p1/4p2p/3p4/3P2n1/2N2r2/PPB2PPP/R2Q1RK1 w - - 0 16,d1f3 c7h2,958
dSBw8,,5Q2/2p3pk/2P2b1p/5N2/3pP3/3P1P2/2R1B3/4K2q w - - 1 43,e1d2 f6g5 f3f4 g5f4 f5e3 f4e3,1077
dSCId,,1r2r1k1/1b3p2/p5p1/2n5/2p3PP/8/PPP2R1Q/1K2qR2 w - - 4 31,f1e1 e8e1,411
dSCOu,,r1b2rk1/1p3p2/2p1pbNp/2q5/p2RQP2/P7/1PB3PP/1K5R b - - 0 25,c5d4 g6e7 g8g7 e4h7,1353
dSCLI,,r5k1/q4pp1/2R5/3r4/2N3Q1/3B4/6P1/5R1K w - - 0 31,g4e4 d5h5 e4h4 h5h4,956
dSFj9,,2k2rr1/pp1bb2p/3p1n1Q/4p3/3nP3/2N2N1P/PPPB1qP1/2KR1B1R w - - 2 18,d2e3 f2c2,816
dSI7G,,r4rk1/1b3ppp/p3p3/1p1pP3/5q1n/2PQRPN1/PPB2P1P/R5K1 b - - 0 21,d5d4 d3h7,1130
dSHqw,,3r3r/Nkpn3p/1p3p1q/3pp3/3P4/Q7/PPP1BP1P/1K1R4 b - - 2 19,d8a8 a3a6 b7b8 a7c6,1636
dSIFb,,3Q4/8/1pp1k2r/p2b2n1/P2P2P1/8/1P3P2/6K1 w - - 1 56,d8g5 h6h1,470
dSIaH,,r1b5/ppbn1k1R/4p1p1/2B4Q/8/8/Pq3PPP/6K1 b - - 1 31,f7f6 c5e7,1581
dSIPU,,6r1/4Q1pk/3R3p/p3P3/7P/1p6/6PK/q7 b - - 0 38,b3b2 d6h6 h7h6 e7g5 h6h7 g5h5,1266
dSHRp,,r1bq1rk1/1p4pp/p1p1pb2/2np2N1/2P4P/1PB1P3/P1QP1P2/R3KBR1 b Q - 1 14,f6c3 c2h7,495
dSHRh,,r1qr2k1/ppp2pp1/2n5/4Pb1Q/7R/2B5/PPP3PP/5RK1 b - - 5 18,f5g6 h5h8,681
dSHZt,,6r1/2p4k/1p1p3p/1Q6/PP1qPp2/5P1b/R1R3BP/6K1 w - - 2 32,g1f1 d4d1 f1f2 g8g2,1605
dSHqo,,2r2rk1/bpq2p2/p3p1p1/P3Pn1R/3pN3/2B3QP/1PP2PP1/4R1K1 b - - 3 24,f5g3 e4f6 g8g7 h5h7,969
dSHfy,,r1bq1b1r/ppppk2p/2n5/1Bn1P1pQ/5p2/2N5/PPPN1PPP/R1B2RK1 b - - 5 10,c5e6 c3d5,924
dSIgZ,,r7/1pp4k/3p1rp1/p5Q1/P1P1q3/7P/1PP5/2K2R2 w - - 0 28,f1f6 e4e1,809
dSJRu,,6rk/pp2p2p/3p1pq1/2p1P3/7Q/3B2P1/PPP3K1/8 b - - 0 30,g6g5 h4h7,747
dSJNX,,r2qkbnr/ppp2B1p/3p4/4N1p1/4Pp2/2N5/PPPP2PP/R1Bb1RK1 b kq - 0 9,e8e7 c3d5,1163
dSJc9,,5r2/pp1k2N1/2pp3R/4p1b1/4P3/8/PPP3PP/6K1 w - - 1 27,h6h7 g5e3 g1h1 f8f1,910
dSK8m,,r1b1rnk1/ppb3pp/2pq4/3pP2Q/6P1/2P4P/PPB5/R1B2RK1 b - - 0 22,d6e5 h5f7 g8h8 f7f8 e8f8 f1f8,2070
dSJzI,,Q7/4Qp2/4p1qp/3pB1pk/3P1P2/R3P1KP/6P1/5r2 w - - 1 41,a8f8 g5f4 g3h2 g6g3,1225
dSIuZ,,5b1r/p1r2P1p/1k5p/4qN2/3N2Q1/1p1b4/P4RPP/2R3K1 w - - 2 27,c1c7 e5e1 f2f1 e1f1,977
dSIt4,,4r1k1/p5pp/1p3pn1/3P1N2/4P3/4PK1Q/PPq5/2r3RR b - - 2 36,c1g1 h3h7 g8f7 h7g7,1569
dSIwN,,2rq1rk1/p3bppp/bpn1p3/3nP3/4Q2P/P1N2N2/1P3PP1/RBB1K2R b KQ - 2 18,d5c3 e4h7,1004
dSJ01,,8/1pp3kN/pb1pRN2/3Pn3/4P1P1/2P4P/8/1r5K w - - 1 34,h1g2 b1g1 g2h2 e5f3,1290
dSIxD,,1r5k/1b1R1Q2/4p2p/p5p1/2qbP3/P7/1P4PP/5R1K b - - 5 30,b7e4 f7f8 b8f8 f1f8,1193
dSHQS,,3k3B/pp2pQ2/3pP1p1/6P1/4n2P/1bK5/q7/2R4R w - - 5 32,c3d4 a2d2 d4e4 b3d5,2015
dSG3h,,2kr1b1r/1ppq2pp/p3p3/8/4p3/1P2P2Q/PBP2PPP/2R2RK1 w - - 0 16,f1d1 d7d1 c1d1 d8d1,556
dSFyX,,5r1k/2q3p1/1p4Bp/p1p5/4Q3/1P5b/P3R1P1/2R2r1K w - - 2 33,c1f1 f8f1,1005
dSG7M,,6k1/pp3ppp/1q2r3/3pN3/5B2/1BPQ4/PP1N1bPK/8 w - - 1 22,d3d5 e6h6 f4h6 b6h6,1442
dSGIb,,r1b2k1r/ppp2qp1/2nN3p/8/3P4/1Q3N2/PP3PPP/R3R1K1 b - - 0 17,f7b3 e1e8,656
dSG8F,,6k1/pp3p1p/4p1p1/3p2N1/3b1PQ1/3B3R/Pq4PP/2rR1K2 w - - 6 22,g4e2 c1d1 e2d1 b2f2,1035
dSFm6,,1K6/5b2/2kBp1rR/2P1PpP1/5P2/6P1/8/8 w - - 13 58,b8c8 g6g8 d6f8 g8f8,1183
dSFlK,,r5r1/p7/5kp1/5bN1/3P3Q/3n4/PP3PPK/R1B1q3 b - - 4 24,f6g7 h4h7 g7f6 h7f7,1180
dSFoF,,2R1nb1r/1Q1nk3/p2qB3/3PP1pp/8/8/P4PPP/6K1 b - - 0 26,d6e5 b7d7 e7f6 d7f7,1190
dSFrG,,8/p1p3kp/3b4/5QP1/P3pn2/7r/5P2/5R1K w - - 1 45,h1g1 f4e2 g1g2 h3h2,1157
dSFrE,,5k2/1q3p1p/4RQpP/1p2P3/1Pbp4/2P2P2/5KP1/8 b - - 1 44,c4e6 f6d8,1498
dSGJ1,,N5k1/pp4p1/3p4/3P4/2P1p2p/1P4q1/P7/R4R1K w - - 2 38,f1g1 g3h3,1416
dSH27,,r3k2r/pb3ppp/2p1p3/2b1q3/2B5/2N1PQ2/PP4PP/3R1R1K b kq - 5 15,e5e3 f3f7,1090
dSH1Z,,kr6/prp5/4N1pp/1b1Qp3/3P4/4q3/PP4RK/8 b - - 1 33,b5f1 e6c7,932
dSH8k,,1r2R3/6pp/7k/2pb1Q2/8/PP1P4/3q2PP/5R1K w - - 1 38,e8b8 d2g2,708
dSHDL,,8/6pk/1R6/5KP1/5P2/3p4/8/3r4 b - - 1 38,d3d2 g5g6 h7h6 b6b8 d1a1 b8h8,1815
dSH94,,r1bq1bnr/pppp3p/3k4/3Qn1p1/2BP1p1P/8/PPP3P1/RNB2K1R b - - 1 12,d6e7 d5e5,1511
dSGUs,,3rk2r/3R1p2/2pB2pp/p2p4/3PnQ2/2b1PK2/P2q1PPP/3N3R b k - 0 21,d8d7 f4e5 d7e7 e5e7,1472
dSGT9,,2r3k1/2P2ppp/4p3/4N3/8/8/r3nPPP/3R3K b - - 4 30,e2c3 d1d8 c8d8 c7d8q,896
dSGeQ,,1k1n2rr/1pQ5/pP2Pp2/3p4/3P2P1/q1P5/P7/R3R1K1 b - - 0 25,b8a8 c7c8,1280
dSGo3,,8/5ppp/p3k3/4P3/2p1KPP1/r1Pp3P/PR6/8 b - - 1 39,a3c3 b2b7 g7g6 f4f5 g6f5 g4f5,2092
dSGej,,4r2k/5ppp/p5b1/1pp5/3b3P/5QP1/P1q3BK/3R1N2 b - - 9 34,e8e2 f3a8 e2e8 a8e8,856
dS9k8,,Q6R/4q1p1/4p1kp/5p2/3r3P/6B1/5PPK/8 w - - 5 38,g3e5 e7h4 h2g1 d4d1,1465
dS1wT,,r1bqk2r/ppp2ppp/3p4/3Qn3/2B1n3/N1P5/PP4PP/R1B2RK1 b kq - 1 11,e5c4 d5f7,1454
dS1uI,,r4k2/pp3pbQ/2p5/3p1Bq1/3P1n2/2P2PB1/PP3P1K/4R3 w - - 0 33,g3h4 g5g2,830
dS21h,,3r4/p3kp1Q/8/1p2p3/8/4q3/P5PP/4R2K w - - 0 31,e1e3 d8d1 e3e1 d1e1,519
dS254,,2rQ2k1/pp2nppp/4p3/P7/5B2/P4N1P/2q1NbP1/3R3K b - - 4 26,c8d8 d1d8,399
dS22l,,2r4k/6p1/5p2/B7/2BR3p/8/1PK5/7r b - - 5 47,h4h3 d4h4,882
dS1U4,,2kr3r/pp1n3p/3B2pb/2p2p2/2B5/4PP2/PP3P1P/2KR3R b - - 3 18,b7b6 c4a6,938
dS1Tg,,2kr3r/p1pqbppp/1p1p4/3Q4/4P3/4B3/PPP2PPP/2KR3R b - - 0 13,e7f6 d5a8,1016
dS1Ys,,8/1R4pk/3r4/4pp1p/7P/6K1/4NPP1/8 w - - 0 43,g3f3 d6d3,1155
dS1oj,,2q4k/5Pp1/7p/8/P1Br3P/1P4PK/7Q/8 w - - 25 53,g3g4 c8g4,950
dS1aV,,5r2/1rPP4/8/4Q3/3R1pk1/4p1p1/6P1/6K1 w - - 0 53,c7c8q b7b1 c8c1 b1c1 d4d1 c1d1,895
dS2Fi,,2kr1r2/ppp3pp/4R3/8/3NQ3/8/PP4PP/4Rq1K w - - 2 24,e1f1 f8f1,518
dS2qK,,r1b2rk1/5ppp/1pp5/3p4/1P4n1/P1NBP3/1B4P1/R2QRK1q w - - 6 21,f1e2 h1g2,1072
dS2oP,,r1b2rk1/1pq1bppp/p7/3n3Q/3pN3/P2B3P/1PP2PP1/R4RK1 b - - 1 15,d5f4 e4f6 g7f6 h5h7,994
dS2sC,,8/8/1RP5/3k4/4pB2/5p2/3r1K2/8 w - - 6 57,f2e3 d2e2,1568
dS2yv,,5r1k/pp4p1/2q3BR/4p1Q1/3p4/8/PPP5/4K3 b - - 0 42,g7h6 g5h6 h8g8 h6h7,1140
dS2sz,,6r1/8/5k2/8/5p2/5n2/5PNp/3R3K w - - 0 43,g2f4 g8g1 d1g1 h2g1q,1146
dS2Og,,3r1r1k/3QR3/p4Rp1/2p4p/3p4/P4P1P/6P1/6K1 b - - 0 39,d8d7 f6f8,977
dS2MX,,2kn2nr/pbpp3p/1p4q1/8/1bB5/2N2N2/PP3PPP/R2QR1K1 w - - 0 15,f3e5 g6g2,579
dS2PA,,2r4k/p1Q2Rpp/1p2pb2/8/8/1P2BK1P/5PP1/q7 b - - 6 30,c8d8 c7d8 f6d8 f7f8,1514
dS2at,,1r3r1k/pp4pn/1q1p3p/3Bp3/4P3/2Pp1RQP/PPR3P1/7K w - - 0 25,f3d3 f8f1 h1h2 b6g1,912
dS2YQ,,r5k1/pp1n1pbp/b1p3p1/3p2N1/3P3Q/1B5P/P4PPK/4q3 b - - 1 24,g7f6 h4h7 g8f8 h7f7,938
dS1Sa,,3rk2r/pp3p2/4bp1p/8/1b6/3KPNB1/PP3PPP/R6R w k - 1 17,d3e2 e6c4,1200
dRytR,,1k4r1/1p3q1p/p3Np2/4pP2/2Q5/2P5/PP4rP/3RR2K w - - 0 31,c4d5 g2h2 h1h2 f7h5,1385
dRyjo,,r2q2k1/5ppp/p4b2/1p1NP3/5P1n/Pp1Q4/5P1P/1B5K b - - 0 28,a8c8 d3h7 g8f8 h7h8,1584
dRz7A,,r3kb1r/3npppp/Rq6/1B4B1/3P4/2Q5/1P3P1P/4K1Nb b kq - 0 15,a8a6 c3c8 b6d8 b5d7,1638
dRzHU,,4rr1k/pp1n3p/2pQ1npP/3p2B1/8/3B4/PPP2qP1/2KR2NR w - - 0 18,d1f1 e8e1 f1e1 f2e1,1090
dRzFr,,8/2R2Bpk/p6p/1p4nP/4p1K1/2PnR2r/P7/8 b - - 4 36,h3e3 f7g6 h7h8 c7c8,808
dRyHW,,3r1rk1/p1b2pp1/2b2q1p/1p1PpN2/P7/2PQ4/1PB2PPP/R4RK1 b - - 0 21,d8d5 f5e7 f6e7 d3h7,1049
dRy5x,,r2q2Nk/4b2p/3p4/5P2/p2QP2P/P1B5/1Pp5/2K5 b - - 0 33,h8g8 d4g7,1120
dRyft,,5rk1/6pp/1Q6/4p1n1/3P2q1/2P5/PP3PPP/4RRK1 w - - 3 22,e1e5 g5h3 g1h1 h3f2 f1f2 g4d1 e5e1 d1e1 f2f1 f8f1,2121
dRyj1,,rn1q1k1r/4bp2/5n1p/pB1pB3/3Pb3/6Q1/PPP2P1P/2K1R1R1 b - - 5 20,h8g8 g3g8 f6g8 e5g7,1665
dRyh3,,Q5k1/1b3ppp/1N6/3n4/8/2P1r3/2P3PP/R6K b - - 0 27,b7a8 a1a8 e3e8 a8e8,1083
dRzTl,,1k1r1b1r/p1p3pp/QpB1q3/8/1P1R4/P1N1P1P1/5P2/2K4R b - - 0 20,e6c6 d4d8,690
dS0MV,,6k1/1q1nnpp1/pb2p2p/1p6/1P6/P1Q1PN1P/1B3PP1/5NK1 b - - 0 26,b7c6 c3g7,988
dS0Ed,,7R/1pk1r3/8/p1PK4/4P1Bp/1P5r/P7/8 b - - 1 46,h3h2 h8c8,1158
dS0jU,,8/8/3k4/1p1p2P1/1p1KpP2/1P3r2/P2R4/8 w - - 3 45,d2g2 f3d3,791
dS1In,,5R2/7p/5pp1/4p3/r1r4q/4BkP1/5P1K/1Q6 w - - 0 47,g3h4 c4h4 h2g1 a4g4 g1f1 h4h1,1135
dS150,,6k1/pp5p/1n1N2p1/3pb3/1B6/P2R2q1/1P2Q3/5r1K w - - 6 31,e2f1 g3h2,1159
dRzcu,,8/7k/4Q3/3pP3/2bP4/7P/pr6/6qK w - - 0 45,h1g1 a2a1q,1386
dRzaJ,,8/1p3p1k/p2p1P2/6Q1/1P2P3/P4b2/2r2qPP/6RK b - - 0 33,f3e4 g5g7,1139
dRzoF,,1r3n2/pp2kP2/3p3p/1QpP2p1/3q4/8/PPP3PP/R1B3K1 w - - 1 27,g1h1 d4d1 b5f1 d1f1,636
dS0EP,,r4rk1/pp1qb1p1/4p1QB/3pP3/3P2P1/2P4P/PP3R2/R5K1 b - - 0 22,f8f2 g6g7,840
dRzqb,,6k1/p5pp/1p6/4Np1b/PR1P4/2R4P/6PK/r3r3 b - - 1 33,f5f4 c3c8 h5e8 c8e8,513
dS32U,,r7/3Q1p1p/P5p1/3pk1b1/B1n5/8/4rqPP/4RRK1 w - - 0 28,f1f2 e2e1 f2f1 g5e3 g1h1 e1f1,1196
dS7Sa,,4r1k1/5q1p/p3p1pP/P2pQ3/3p1PB1/3P4/6K1/8 b - - 0 36,f7e7 g4e6 e7e6 e5g7,1234
dS7As,,2r3k1/pp4p1/4N2p/3p4/3B2PP/5n2/P3qQ2/5R1K b - - 2 33,f3d4 f2f7 g8h8 f7g7,1561
dS7Vp,,6k1/2p2pp1/1p5p/2p1P3/p2r1Pn1/5BPq/PPQ4P/R1B3K1 w - - 3 24,c2e2 d4d1 e2d1 h3h2 g1f1 h2f2,1266
dS8LP,,1k6/2pK1R2/1p4P1/1P3R2/3r4/2b5/8/8 w - - 5 55,d7c6 d4d6,1171
dS7hu,,r5k1/5pp1/4p1Pp/3p3P/1r1q1P2/pPR1Q3/P7/1KR5 b - - 0 32,d4e3 c3c8 a8c8 c1c8,960
dS6h5,,6k1/8/2rp1R1p/1p2p1pB/1P2P3/P4N2/5PPP/6K1 w - - 1 37,f6h6 c6c1 f3e1 c1e1,479
dS6gP,,5rk1/p1p3p1/3b4/3R4/8/1Pq1NrPp/P3R2P/4Q2K w - - 1 33,e1c3 f3f1 e3f1 f8f1,592
dS6iD,,8/p6p/6pk/8/4P3/P3R3/5PPP/2rB2K1 w - - 2 34,e4e5 c1d1 e3e1 d1e1,612
dS74c,,r1b1kr2/p1qnb3/2pN4/1p4pQ/4P3/1BN4P/PPP2PP1/R4nK1 b - - 5 18,e8d8 h5e8 f8e8 d6f7,1521
dS702,,Q7/pp2kpp1/3bp3/6P1/5q1K/8/P6P/3R3R w - - 0 29,h4h5 g7g6 h5h6 f4h4 h6g7 d6e5 g7g8 h4h8,1266
dS8UN,,8/6pk/7p/pp2Qpq1/1p6/5P2/r6P/3RKR2 w - - 0 40,f3f4 g5h4 f1f2 h4f2,1135
dS9Jh,,r5k1/1p3ppp/p1n2b2/q1pN1B2/8/5Q2/PPP2PPP/3Rr1K1 w - - 0 20,d1e1 a5e1,432
dS9BK,,r4rk1/pp3pp1/1bp4p/1n2p3/1PB3n1/P6P/1N1P1qPN/R1BQR2K w - - 2 19,e1f1 f2g1 f1g1 g4f2,1317
dS9Tm,,N2q1bkr/pp1n2pp/2p2n2/3b1Q2/2P5/3P4/PP3PPP/R1B1K2R b KQ - 0 13,d5g2 f5e6,937
dS9h7,,6k1/ppp2p1p/6pP/4Q3/6P1/2P5/1P2r3/1K1R4 b - - 0 30,e2e5 d1d8 e5e8 d8e8,797
dS9f7,,r2q1rk1/pppn1ppp/4p1b1/3pP3/4n1P1/1P2P2P/PBPNBP2/R2QK2R w KQ - 1 12,f2f4 d8h4 e1f1 h4f2,1457
dS8cs,,5rk1/3R2p1/4R2p/p4p1N/4bP2/P7/6rP/5K2 b - - 1 31,g2h2 d7g7 g8h8 e6h6,1134
dS8Xu,,r1bRr1kb/1p3p2/p1p1pPp1/2P1P1N1/1PP5/4B2P/P4P2/3R2K1 b - - 12 25,e8d8 d1d8,601
dS8hR,,1r5k/p4Qpp/qr1p1p2/8/4PNP1/1P1R4/P6P/1K6 b - - 0 32,b6b7 f4g6 h7g6 d3h3,1439
dS91o,,Q1kr3r/1pp3pp/1n1qp3/4N3/3P2b1/4p3/3NBPPP/R5K1 b - - 3 23,b6a8 a1a8,1167
dS8xe,,6k1/1b2rppp/2p5/1p4N1/1P6/P6P/2P3P1/3R2K1 b - - 1 32,h7h6 d1d8 e7e8 d8e8,549
dS6cZ,,6rk/5Q2/pp2p2B/2p2p2/2Pb4/1P3bnP/P5PK/8 w - - 0 36,g2f3 g3f1 h2h1 g8g1,995
dS44x,,1k6/ppp3pp/5p2/4pB2/1Pb5/P3P3/2r3PP/3R2K1 b - - 0 28,c2c3 d1d8,493
dS3hG,,2r1k2r/pbqn1pp1/4pn2/1Bb4p/Q1NN3P/6P1/PP1PPP2/R1B2RK1 w k - 1 13,d4b3 c7g3,1507
dS48G,,r6r/p1p3k1/2pp1q2/2b3pQ/2P5/2N3P1/PPP3PK/R4R2 w - - 0 20,f1f6 h8h5,1027
dS4dJ,,4r1k1/p4p1p/5Bp1/1R6/2p5/2Pn2PP/5P2/5K2 b - - 0 34,e8e6 b5b8 e6e8 b8e8,719
dS4H9,,R3Rbk1/1p1n1p1p/p2p2pB/2pP4/Pq6/2Nb1P2/1P3P1P/6K1 b - - 3 20,b4h4 e8f8 d7f8 a8f8,777
dS3IP,,5rk1/1pq5/p3N2p/5p1B/4p2P/P3P3/1Q1P1PP1/2r1K2R w K - 4 32,e1e2 c7c4 d2d3 c4d3,1632
dS35S,,1q3rk1/3p1pn1/r4B1R/1p1pP2R/3P3P/P7/1P4P1/6K1 b - - 0 31,a6f6 h6h8,469
dS3MR,,r5kr/pp4pp/2p2p2/3q4/1Q4Pn/3P4/PP1B1P1P/R3R1K1 w - - 0 22,e1e3 d5g2,775
dS3en,,rn2k2r/ppp2ppp/2b1pn2/8/2PP2q1/3BBN2/P1P2PPP/R2Q1RK1 w kq - 7 11,f3e5 g4g2,801
dS3cO,,r4rk1/pbb3pp/1p6/2p3B1/2P4N/6P1/PPB2n1P/3RR1K1 w - - 0 19,d1d7 f2h3,796
dS4fy,,8/8/8/5Q2/7p/7P/5qPK/5k2 w - - 3 68,f5g4 f2g1,962
dS6I9,,3r1rk1/p1p2ppp/2p2q2/8/8/1P6/PR2QPPP/4R1K1 b - - 2 20,f8e8 e2e8 d8e8 e1e8,710
